1, 3, 5, 7, 9, 1, 23742
3, 69745
5, 7, 164276
9, 204109
11, 242728
13, 287491
15, 321312
17, 357636
19, 404473
21, 473760
23, 25, 532512
27, 591758
29, 638899
31, 690395
33, 698328
35, 744155
37, 807511
39, 41, 921313
43, 931634
45, 1021751
47, 1085180
49, 1084176
51, 1130519
53, 1031712
55, 57, 1255527
59, 1310517
61, 1348275
63, 1343198
65, 1364380
67, 1412871
69, 1507510
71, 1515551
73, 1529956
75, 1590282
77, 79, 1486131
81, 1718896
83, 1742625
85, 87, 1838171
89, 91, 1933851
93, 2013735
95, 2067907
97, 1967171
99, 2058524
101, 2171513
103, 2118074
105, 2159727
107, 109, 2356443
111, 2342516
113, 2404751
115, 2342395
117, 2461940
119, 2480797
121, 2449048
123, 2614541
125, 2606182
127, 2752233
129, 2855272
131, 2869436
133, 2805015
135, 2988320
137, 2991254
139, 2946819
141, 3055709
143, 3232218
145, 3167966
147, 3179495
149, 3205855
151, 3262636
153, 3433368
155, 3243728
157, 3406742
159, 3534916
161, 3544293
163, 3550170
165, 3602427
167, 3578759
169, 3726661
171, 173, 3756004
175, 3746441
177, 3905225
179, 3910259
181, 3925009
183, 4022385
185, 4049036
187, 3813447
189, 4049343
191, 4222056
193, 4217447
195, 4195430
197, 4258579
199, 4429169
201, 4552758
203, 4511561
205, 4536874
207, 4613655
209, 4636084
211, 4720922
213, 4723301
215, 4610243
217, 4428648
219, 4813133
221, 223, 4877274
225, 4577501
227, 4909382
229, 4925803
231, 5135803
233, 235, 5094463
237, 5242150
239, 5222134
241, 5314427
243, 5116854
245, 5533435
247, 5392521
249, 5468661
251, 5481893
253, 5395966
255, 257, 5393672
259, 5770804
261, 5724694
263, 5804325
265, 5781585
267, 5805864
269, 6011165
271, 273, 5908430
275, 6020613
277, 6033267
279, 6173502
281, 6096131
283, 6282260
285, 6186470
287, 6338500
289, 6340636
291, 6328982
293, 6259876
295, 6527422
297, 6229612
299, 6560272
301, 303, 6620506
305, 6763048
307, 6649817
309, 6817614
311, 6978504
313, 6758323
315, 6705963
317, 6775558
319, 6996083
321, 6979667
323, 7240298
325, 7085921
327, 7155141
329, 331, 7337342
333, 7088871
335, 337, 7498872
339, 7367612
341, 7480537
343, 7440258
345, 7389028
347, 7671799
349, 7515617
351, 353, 7760091
355, 357, 7632410
359, 7971610
361, 7836848
363, 8029910
365, 7939993
367, 8359478
369, 8392295
371, 8315122
373, 8517498
375, 377, 8176914
379, 8064567
381, 7835458
383, 8230239
385, 8638360
387, 8304711
389, 8750289
391, 8609718
393, 8441498
395, 8575339
397, 9010608
399, 8825007
401, 8449549
403, 8717533
405, 407, 8864269
409, 9069264
411, 8923261
413, 9128694
415, 417, 9266101
419, 9100149
421, 9589627
423, 9092715
425, 8855074
427, 9156395
429, 9034728
431, 9486566
433, 9604261
435, 9728417
437, 9639424
439, 9677378
441, 443, 9961822
445, 9767196
447, 9909406
449, 9417192
451, 10077790
453, 10302034
455, 9895526
457, 10134510
459, 10170388
461, 10260273
463, 10292005
465, 467, 10332600
469, 471, 10499683
473, 10267503
475, 10891300
477, 10480905
479, 10434857
481, 10632440
483, 10637433
485, 10766347
487, 10284632
489, 10579301
491, 10854437
493, 495, 10939307
497, 10853315
499, 501, 11344171
503, 11353629
505, 11186399
507, 10386184
509, 11172612
511, 10960737
513, 11156489
515, 10887496
517, 11097480
519, 11698972
521, 11120414
523, 11249751
525, 11730933
527, 11905393
529, 11748911
531, 11326977
533, 11685206
535, 11817925
537, 11787581
539, 11737626
541, 12045998
543, 545, 12017460
547, 12154081
549, 11849408
551, 12529252
553, 12410578
555, 12084752
557, 559, 12438540
561, 12269303
563, 11767956
565, 12952252
567, 12691074
569, 12462230
571, 12204517
573, 12439264
575, 12910808
577, 11087429
579, 12578275
581, 12701327
583, 13150319
585, 12683689
587, 12987265
589, 11973657
591, 13150895
593, 12861662
595, 13245926
597, 13226003
599, 13742931
601, 603, 13141740
605, 13268363
607, 13375139
609, 13202341
611, 13516260
613, 13146992
615, 13179667
617, 13629710
619, 13982135
621, 13993606
623, 14051888
625, 13919409
627, 13858936
629, 13028662
631, 633, 13453349
635, 637, 13926639
639, 13801344
641, 14293635
643, 14122587
645, 13964898
647, 13823353
649, 14837002
651, 14266269
653, 13963176
655, 14349180
657, 14814441
659, 14425468
661, 663, 14639171
665, 14469679
667, 14743192
669, 14805173
671, 673, 15166610
675, 14975497
677, 15037962
679, 14572893
681, 15215726
683, 14868907
685, 15258978
687, 15064431
689, 15608890
691, 15171971
693, 695, 697, 15354357
699, 15425799
701, 12941697
703, 15406856
705, 14972396
707, 15454520
709, 15990459
711, 16175694
713, 15835567
715, 15216691
717, 16247517
719, 15846836
721, 16099687
723, 15956262
725, 15445033
727, 15930988
729, 15940900
731, 16110881
733, 16213230
735, 15799643
737, 16403241
739, 16291005
741, 15905039
743, 16312627
745, 16303900
747, 16470764
749, 16626833
751, 16782577
753, 16573990
755, 16173412
757, 16239967
759, 17118554
761, 16290190
763, 17100577
765, 16370985
767, 17232695
769, 17147418
771, 16630682
773, 16652274
775, 777, 16945053
779, 16881548
781, 16947739
783, 17046413
785, 16969858
787, 17149171
789, 16874796
791, 17900776
793, 17871107
795, 17293466
797, 17911906
799, 17726893
801, 17442259
803, 805, 16880509
807, 17574198
809, 18148882
811, 17492921
813, 17932885
815, 17547374
817, 18317341
819, 17570761
821, 17511671
823, 825, 827, 17975613
829, 831, 18277712
833, 18586751
835, 18358016
837, 17332631
839, 18413682
841, 18321296
843, 18197882
845, 16602216
847, 849, 18769224
851, 18449407
853, 18654103
855, 19826218
857, 859, 861, 863, 18544396
865, 867, 869, 871, 18553301
873, 875, 19116652
877, 19630967
879, 19565491
881, 883, 19194110
885, 19220984
887, 19216814
889, 19155605
891, 18351695
893, 19575774
895, 19718058
897, 20107807
899, 19888139
901, 20502515
903, 19630264
905, 20167886
907, 19886185
909, 911, 20324094
913, 19882514
915, 19756124
917, 19534977
919, 20169140
921, 20207700
923, 20721872
925, 20174866
927, 19918878
929, 20640428
931, 20614625
933, 20070155
935, 20578104
937, 939, 20891936
941, 21302949
943, 21274938
945, 947, 20863946
949, 21022353
951, 953, 20516988
955, 21308943
957, 959, 20171561
961, 20837937
963, 20267440
965, 967, 21561878
969, 20422994
971, 21263909
973, 21155962
975, 20955172
977, 21604671
979, 20428819
981, 21897761
983, 21699556
985, 22344940
987, 20610345
989, 21811305
991, 993, 18596608
995, 22207512
997, 21769901
999, 21963760
